PrName,Out.SubInd,N.Obs,N.Studies,vote_mean,variable,value,direction
Intercropping,Cost,109,12,0.721358024691358,neutral,42,neutral
Reduced Fert,Cost,280,34,-0.0725071225071225,neutral,124,neutral
Intercropping+Reduced Tillage,Gross Revenue,8,3,0.7,neutral,1,neutral
Intercropping+Reduced Tillage,Labour Cost per Asset,1,1,1,neutral,0,neutral
Rotation,Benefit Cost Ratio,23,9,-0.68796992481203,neutral,8,neutral
Reduced Erosion,Profit,21,4,0.706147058823529,neutral,1,neutral
Reduced Erosion,Benefit Cost Ratio,25,4,0.647058823529412,neutral,3,neutral
Reduced Erosion+Organic Fert,Gross Revenue,1,1,0,neutral,1,neutral
Cover Crops+Reduced Erosion+Intercropping+Rotation,Gross Revenue,1,1,2,neutral,0,neutral
Reduced Erosion+Organic Fert,Profit,1,1,0,neutral,1,neutral
Cover Crops+Reduced Erosion+Intercropping+Rotation,Profit,1,1,1,neutral,0,neutral
Reduced Erosion+Organic Fert,Cost,1,1,1,neutral,0,neutral
Cover Crops+Reduced Erosion+Intercropping+Rotation,Cost,1,1,2,neutral,0,neutral
Organic Fert,Labour Cost,4,1,1.5,neutral,0,neutral
Reduced Fert+Organic Fert,Labour Cost,6,2,0.535714285714286,neutral,3,neutral
Reduced Erosion,Labour Cost,6,1,1.66666666666667,neutral,0,neutral
Organic Fert,Cost,97,16,1.05816993464052,neutral,24,neutral
Reduced Fert+Organic Fert,Cost,39,10,0.151351351351351,neutral,26,neutral
Reduced Erosion,Cost,11,3,0.416666666666667,neutral,5,neutral
Organic Fert,Gross Revenue,95,15,1.25260416666667,neutral,14,neutral
Reduced Fert+Organic Fert,Gross Revenue,41,8,0.398387096774194,neutral,14,neutral
Reduced Erosion,Gross Revenue,11,3,0.916666666666667,neutral,2,neutral
Organic Fert,Profit,132,20,0.988925081433225,neutral,24,neutral
Reduced Fert+Organic Fert,Profit,52,9,0.192197452229299,neutral,5,neutral
Intercropping,Marginal Rate of Return,8,2,-0.857142857142857,neutral,0,neutral
Intercropping,Labour Cost per Asset,18,1,2,neutral,0,neutral
Reduced Tillage,Marginal Rate of Return,1,1,1.001,neutral,0,neutral
Biochar+Reduced Fert,Gross Revenue,7,2,0.5,neutral,6,neutral
Biochar+Reduced Fert,Profit,19,3,0.583333333333333,neutral,11,neutral
Cover Crops+IPM+Residue/Mulch,Profit,1,1,-1,neutral,0,neutral
IPM,Gross Revenue,6,3,0.0476190476190476,neutral,3,neutral
Cover Crops+IPM+Residue/Mulch,Gross Revenue,1,1,-1,neutral,0,neutral
IPM,Cost,6,3,1.02380952380952,neutral,2,neutral
Cover Crops+IPM+Residue/Mulch,Cost,1,1,1,neutral,0,neutral
IPM,Labour Cost,2,1,0.5,neutral,1,neutral
Cover Crops+IPM+Residue/Mulch,Labour Cost,1,1,1,neutral,0,neutral
Biochar,Cost,91,10,0.770161290322581,neutral,36,neutral
Agroforestry+Organic Fert,Profit,1,1,-1,neutral,0,neutral
Agroforestry,Cost,32,8,-0.294871794871795,neutral,8,neutral
Agroforestry+Organic Fert,Cost,1,1,-1,neutral,0,neutral
Agroforestry+Reduced Fert,Profit,3,2,-1,neutral,0,neutral
Agroforestry+Reduced Fert,Cost,3,2,-0.625,neutral,2,neutral
Cover Crops+Residue/Mulch,Cost,11,3,0,neutral,7,neutral
Cover Crops+Residue/Mulch,Gross Revenue,9,2,0.4375,neutral,3,neutral
Cover Crops+Residue/Mulch,Profit,11,3,1.33333333333333,neutral,0,neutral
Cover Crops+Residue/Mulch,Benefit Cost Ratio,9,2,0.4375,neutral,2,neutral
"",Profit,12,3,0.500333333333333,neutral,6,neutral
"",Cost,9,2,-0.666666666666667,neutral,6,neutral
"",Gross Revenue,9,2,0.25,neutral,6,neutral
IPM,Benefit Cost Ratio,8,2,-0.5,neutral,0,neutral
Reduced Fert+Residue/Mulch,Profit,53,4,-0.245025793650794,neutral,4,neutral
Reduced Fert+Reduced Tillage+Residue/Mulch,Profit,18,1,0.333444444444444,neutral,0,neutral
Residue/Mulch,Present Value of Benefit,2,1,2,neutral,0,neutral
Residue/Mulch,Present Value of Cost,2,1,0,neutral,2,neutral
Residue/Mulch,Net Present Value,2,1,2,neutral,0,neutral
Residue/Mulch,Return on Investment,2,1,2,neutral,0,neutral
Cover Crops,Cost,31,8,0.690697674418605,neutral,15,neutral
Cover Crops,Gross Revenue,33,7,0.705585980284775,neutral,14,neutral
Cover Crops,Profit,28,9,0.131111111111111,neutral,8,neutral
Cover Crops,Benefit Cost Ratio,23,7,-0.786144578313253,neutral,13,neutral
Reduced Fert+Reduced Irrigation,Cost,9,1,0.333333333333333,neutral,6,neutral
Reduced Fert+Reduced Irrigation,Profit,9,1,-0.666666666666667,neutral,3,neutral
Rotation,Cost,37,12,1.70454545454545,neutral,8,neutral
Organic Fert,Benefit Cost Ratio,127,17,0.232742937853107,neutral,31,neutral
Reduced Tillage+Residue/Mulch+Rotation,Cost,9,2,0.125,neutral,6,neutral
Reduced Tillage+Residue/Mulch+Rotation,Gross Revenue,4,1,1.75,neutral,0,neutral
Reduced Tillage+Residue/Mulch+Rotation,Profit,17,4,0.617647058823529,neutral,0,neutral
Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio,4,1,1.5,neutral,0,neutral
Cover Crops+Reduced Fert,Cost,1,1,0,neutral,1,neutral
Reduced Irrigation+Reduced Tillage+Rotation,Profit,2,1,2,neutral,0,neutral
Reduced Irrigation+Rotation,Profit,4,1,0.5,neutral,2,neutral
Reduced Fert+Reduced Tillage,Gross Revenue,38,2,0.111111111111111,neutral,6,neutral
Reduced Fert+Reduced Tillage,Cost,38,2,-0.416666666666667,neutral,14,neutral
Intercropping+Rotation,Cost,8,4,0.764705882352941,neutral,0,neutral
Biochar+Reduced Fert,Cost,19,3,-0.527777777777778,neutral,1,neutral
Residue/Mulch+Rotation,Profit,7,3,1.55,neutral,1,neutral
Agroforestry+Intercropping+Reduced Tillage,Gross Revenue,2,1,1.5,neutral,0,neutral
Reduced Fert+Intercropping+Reduced Tillage,Gross Revenue,2,1,1,neutral,1,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Gross Revenue,2,1,1,neutral,1,neutral
Agroforestry+Reduced Tillage,Gross Revenue,2,1,-0.5,neutral,1,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Gross Revenue,2,1,-1,neutral,0,neutral
Agroforestry+Reduced Fert,Gross Revenue,2,1,-1,neutral,0,neutral
Intercropping+Reduced Tillage,Cost,6,2,0.625,neutral,1,neutral
Agroforestry+Intercropping+Reduced Tillage,Cost,2,1,1,neutral,0,neutral
Reduced Fert+Intercropping+Reduced Tillage,Cost,2,1,1,neutral,0,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Cost,2,1,1,neutral,0,neutral
Agroforestry+Reduced Tillage,Cost,2,1,-1,neutral,0,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Cost,2,1,-1,neutral,0,neutral
Intercropping+Reduced Tillage,Profit,6,2,1.375,neutral,1,neutral
Agroforestry+Intercropping+Reduced Tillage,Profit,2,1,1.5,neutral,0,neutral
Reduced Fert+Intercropping+Reduced Tillage,Profit,2,1,0.5,neutral,0,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Profit,2,1,0.5,neutral,0,neutral
Agroforestry+Reduced Tillage,Profit,2,1,0,neutral,0,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Profit,2,1,-1.5,neutral,0,neutral
Organic Fert+Residue/Mulch,Gross Revenue,1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage,Gross Revenue,7,2,0.571428571428571,neutral,6,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Gross Revenue,1,1,1,neutral,0,neutral
Organic Fert+Residue/Mulch,Cost,1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage,Cost,7,2,0,neutral,7,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Cost,1,1,1,neutral,0,neutral
Reduced Fert+Organic Fert,Benefit Cost Ratio,51,8,0.337096774193548,neutral,17,neutral
Controlled Release Fert,Gross Revenue,4,1,0,neutral,4,neutral
Controlled Release Fert+Reduced Fert,Gross Revenue,2,1,0,neutral,2,neutral
Controlled Release Fert,Cost,4,1,0,neutral,4,neutral
Controlled Release Fert+Reduced Fert,Cost,2,1,0,neutral,2,neutral
Biochar,Benefit Cost Ratio,86,9,-0.604166666666667,neutral,58,neutral
Biochar+Reduced Fert,Benefit Cost Ratio,45,4,-0.5625,neutral,0,neutral
Agroforestry,Net Present Value,53,3,-0.286981481481482,neutral,0,neutral
Cover Crops+Reduced Tillage+Residue/Mulch,Cost,1,1,0,neutral,1,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Cost,5,2,-0.5,neutral,1,neutral
Cover Crops+Reduced Tillage+Residue/Mulch,Profit,1,1,1,neutral,0,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Profit,5,2,0.125,neutral,1,neutral
Cover Crops+Reduced Erosion+Intercropping+IPM+Reduced Irrigation+Organic Fert+Residue/Mulch+Rotation,Gross Revenue,1,1,2,neutral,0,neutral
Cover Crops+Reduced Erosion+Intercropping+IPM+Reduced Irrigation+Organic Fert+Residue/Mulch+Rotation,Profit,7,1,1.42871428571429,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Gross Revenue,2,1,-0.5,neutral,1,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Gross Revenue,1,1,1,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Cost,2,1,0,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Cost,1,1,-1,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Profit,2,1,-1,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Profit,1,1,1,neutral,0,neutral
Cover Crops+Reduced Tillage,Gross Revenue,1,1,-1,neutral,0,neutral
Cover Crops+Reduced Tillage,Cost,1,1,0,neutral,1,neutral
Cover Crops+Reduced Tillage,Profit,1,1,-1,neutral,0,neutral
Reduced Erosion+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Profit,2,1,0.375,neutral,1,neutral
Reduced Erosion+Reduced Irrigation+Organic Fert+Reduced Tillage+Residue/Mulch,Profit,3,1,-0.153846153846154,neutral,1,neutral
Residue/Mulch,Labour Cost,5,2,1.5,neutral,0,neutral
Reduced Tillage+Rotation,Net Present Value,2,1,2,neutral,0,neutral
Reduced Tillage+Rotation,Internal Rate of Return,2,1,2,neutral,0,neutral
Intercropping+Reduced Tillage,Net Present Value,3,1,1.66666666666667,neutral,0,neutral
Intercropping+Reduced Tillage,Internal Rate of Return,3,1,1.66666666666667,neutral,0,neutral
Intercropping+Reduced Tillage,Payback Period,3,1,2,neutral,0,neutral
Reduced Tillage+Rotation,Payback Period,2,1,2,neutral,0,neutral
Intercropping+Reduced Tillage+Rotation,Net Present Value,1,1,1.001,neutral,0,neutral
Rotation,Net Present Value,2,1,1.5005,neutral,0,neutral
Intercropping+Reduced Tillage+Rotation,Internal Rate of Return,1,1,2,neutral,0,neutral
Rotation,Internal Rate of Return,2,1,2,neutral,0,neutral
Intercropping+Reduced Tillage+Rotation,Payback Period,1,1,2,neutral,0,neutral
Rotation,Payback Period,2,1,2,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage,Net Present Value,1,1,2,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage,Internal Rate of Return,1,1,2,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage,Payback Period,1,1,2,neutral,0,neutral
Residue/Mulch+Rotation,Gross Revenue,2,1,0,neutral,2,neutral
Residue/Mulch+Rotation,Cost,6,2,0.5,neutral,2,neutral
Reduced Tillage,Fixed Cost,4,1,0,neutral,4,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Cost,4,1,0.25,neutral,1,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Gross Revenue,4,1,1.5,neutral,0,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Profit,10,2,0.424242424242424,neutral,1,neutral
Cover Crops,Return on Investment,2,1,1,neutral,0,neutral
Reduced Fert,Net Present Value,6,1,-0.499666666666667,neutral,0,neutral
Intercropping,Net Present Value,1,1,1.001,neutral,0,neutral
"",Benefit Cost Ratio,10,3,0.722222222222222,neutral,4,neutral
"",Net Present Value,1,1,2,neutral,0,neutral
Reduced Irrigation,Labour Cost,1,1,-2,neutral,0,neutral
Reduced Fert,Marginal Rate of Return,4,2,1.23809523809524,neutral,0,neutral
Reduced Fert,Labour Cost,12,1,0.916666666666667,neutral,1,neutral
Residue/Mulch,Return to Labour,2,1,-0.5005,neutral,1,neutral
Organic Fert,Return to Labour,2,1,-1.0005,neutral,0,neutral
Reduced Fert,Return to Labour,4,1,0.5,neutral,1,neutral
Reduced Fert+Intercropping,Gross Revenue,2,1,2,neutral,0,neutral
Reduced Fert+Intercropping,Cost,2,1,-1,neutral,0,neutral
Reduced Fert+Intercropping,Profit,2,1,0.5,neutral,1,neutral
Reduced Fert+Intercropping,Benefit Cost Ratio,4,1,1.5,neutral,0,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Gross Revenue,8,1,-1.375,neutral,0,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Profit,8,1,-1.75,neutral,0,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Cost,8,1,0,neutral,8,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage,Cost,4,1,-1,neutral,0,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch+Rotation,Cost,8,1,0,neutral,8,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage,Profit,4,1,-1,neutral,0,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch+Rotation,Profit,8,1,2,neutral,0,neutral
Agroforestry,Present Value of Benefit,2,1,2,neutral,0,neutral
Agroforestry,Present Value of Cost,2,1,1,neutral,1,neutral
Reduced Fert+Residue/Mulch,Cost,16,3,-0.5,neutral,10,neutral
Reduced Fert+Residue/Mulch,Gross Revenue,16,3,-0.391666666666667,neutral,7,neutral
Reduced Erosion+Reduced Fert,Cost,3,1,-0.333333333333333,neutral,2,neutral
Reduced Erosion+Reduced Fert,Gross Revenue,3,1,0.666666666666667,neutral,1,neutral
Reduced Erosion+Reduced Fert,Benefit Cost Ratio,6,1,1,neutral,0,neutral
Reduced Erosion+Reduced Fert,Profit,3,1,1,neutral,0,neutral
Reduced Erosion+Residue/Mulch,Cost,6,1,1.33333333333333,neutral,0,neutral
Reduced Erosion+Residue/Mulch,Profit,6,1,1,neutral,0,neutral
Organic Fert,Marginal Rate of Return,6,1,0.667333333333333,neutral,2,neutral
Reduced Fert+Organic Fert,Marginal Rate of Return,5,1,0.4004,neutral,1,neutral
Organic Fert+Reduced Tillage,Profit,7,2,0.571428571428571,neutral,6,neutral
Organic Fert+Reduced Tillage,Benefit Cost Ratio,13,2,0.571428571428571,neutral,12,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio,25,3,1.11818181818182,neutral,0,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Cost,1,1,0,neutral,1,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Gross Revenue,1,1,0,neutral,1,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Profit,1,1,0,neutral,1,neutral
Reduced Fert+Residue/Mulch,Benefit Cost Ratio,24,3,-0.15,neutral,7,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Benefit Cost Ratio,2,1,0,neutral,2,neutral
Biochar+Reduced Fert+Intercropping,Benefit Cost Ratio,18,1,0.166666666666667,neutral,2,neutral
Biochar+Organic Fert,Cost,20,1,1.65,neutral,0,neutral
Biochar+Organic Fert,Gross Revenue,20,1,2,neutral,0,neutral
Biochar+Organic Fert,Benefit Cost Ratio,40,1,1.875,neutral,0,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Profit,2,2,1,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage+Residue/Mulch,Profit,2,1,1.5,neutral,0,neutral
Organic Fert+Reduced Tillage+Residue/Mulch+Rotation,Profit,2,1,1.5,neutral,0,neutral
Intercropping+Organic Fert,Profit,2,1,2,neutral,0,neutral
Organic Fert+Rotation,Profit,2,1,2,neutral,0,neutral
Intercropping+Rotation,Benefit Cost Ratio,12,3,0.8,neutral,1,neutral
Cover Crops,Labour Cost,5,1,-0.2,neutral,3,neutral
Cover Crops,Internal Rate of Return,5,1,1.001,neutral,0,neutral
Cover Crops,Net Present Value,5,1,1.001,neutral,0,neutral
Controlled Release Fert+Reduced Tillage,Cost,2,1,-0.5,neutral,1,neutral
Organic Fert+Residue/Mulch,Profit,1,1,1,neutral,0,neutral
Controlled Release Fert+Reduced Fert,Profit,2,1,0,neutral,2,neutral
Biochar+Organic Fert,Profit,20,1,2,neutral,0,neutral
Reduced Erosion+Reduced Tillage,Benefit Cost Ratio,6,1,1.5,neutral,0,neutral
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Benefit Cost Ratio,2,1,-0.5,neutral,1,neutral
Agroforestry+Reduced Irrigation,Benefit Cost Ratio,4,1,2,neutral,0,neutral
Reduced Erosion+Organic Fert,Benefit Cost Ratio,1,1,-1,neutral,0,neutral
Cover Crops+Reduced Erosion+Intercropping+Rotation,Benefit Cost Ratio,1,1,-1,neutral,0,neutral
Cover Crops+IPM+Residue/Mulch,Benefit Cost Ratio,1,1,-1,neutral,0,neutral
Intercropping+Reduced Tillage,Benefit Cost Ratio,6,2,1.25,neutral,1,neutral
Agroforestry+Intercropping+Reduced Tillage,Benefit Cost Ratio,2,1,1,neutral,1,neutral
Reduced Fert+Intercropping+Reduced Tillage,Benefit Cost Ratio,2,1,0.5,neutral,0,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Benefit Cost Ratio,2,1,0.5,neutral,0,neutral
Agroforestry+Reduced Tillage,Benefit Cost Ratio,2,1,0.5,neutral,1,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Benefit Cost Ratio,2,1,-0.5,neutral,1,neutral
Agroforestry+Reduced Fert,Benefit Cost Ratio,2,1,-1,neutral,0,neutral
Organic Fert+Residue/Mulch,Benefit Cost Ratio,1,1,0,neutral,1,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio,1,1,1,neutral,0,neutral
Controlled Release Fert,Benefit Cost Ratio,4,1,0,neutral,4,neutral
Controlled Release Fert+Reduced Fert,Benefit Cost Ratio,2,1,0,neutral,2,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Benefit Cost Ratio,2,1,-0.5,neutral,1,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio,1,1,1,neutral,0,neutral
Cover Crops+Reduced Tillage,Benefit Cost Ratio,1,1,-1,neutral,0,neutral
Residue/Mulch+Rotation,Benefit Cost Ratio,2,1,0,neutral,2,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio,4,1,1.75,neutral,0,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Benefit Cost Ratio,8,1,-1.375,neutral,0,neutral
All Nbs,Cost,1605,158,0.451993228502717,neutral,775,neutral
All Nbs,Profit,2195,182,0.483345336179548,neutral,477,neutral
All Nbs,Gross Revenue,1442,138,0.532112617288316,neutral,558,neutral
All Nbs,Labour Cost,59,11,0.053030303030303,neutral,20,neutral
All Nbs,Benefit Cost Ratio,1856,138,-0.0565988996793756,neutral,674,neutral
All Nbs,Returns to Labour,99,1,1.18181818181818,neutral,2,neutral
All Nbs,Labour Cost per Asset,19,2,1.5,neutral,0,neutral
All Nbs,Marginal Rate of Return,24,4,0.415730769230769,neutral,3,neutral
All Nbs,Present Value of Benefit,4,2,2,neutral,0,neutral
All Nbs,Present Value of Cost,4,2,0.2,neutral,3,neutral
All Nbs,Net Present Value,77,7,0.916485303617571,neutral,0,neutral
All Nbs,Return on Investment,4,2,1.57142857142857,neutral,0,neutral
All Nbs,Internal Rate of Return,14,2,1.06442063492063,neutral,0,neutral
All Nbs,Payback Period,9,1,2,neutral,0,neutral
All Nbs,Fixed Cost,4,1,0,neutral,4,neutral
All Nbs,Return to Labour,8,1,-0.12525,neutral,2,neutral
Improved Livestock Diet,Cost,1,1,2,negative,0,negative
Improved Livestock Diet,Profit,1,1,2,negative,0,negative
Reduced Tillage,Cost,204,45,-0.443352601156069,negative,49,negative
Reduced Erosion+Reduced Tillage,Cost,6,1,-1,negative,6,negative
Reduced Tillage,Gross Revenue,180,38,-0.0495379072681704,negative,53,negative
Reduced Erosion+Reduced Tillage,Gross Revenue,6,1,0.5,negative,0,negative
Reduced Tillage,Profit,267,49,0.475297397945391,negative,54,negative
Reduced Erosion+Reduced Tillage,Profit,6,1,1.16683333333333,negative,0,negative
Reduced Tillage,Labour Cost,3,2,1,negative,0,negative
Reduced Erosion+Reduced Tillage,Labour Cost,2,1,1,negative,0,negative
Biochar,Gross Revenue,79,9,0.420386904761905,negative,3,negative
Biochar,Profit,91,10,0.368279569892473,negative,11,negative
Agroforestry,Gross Revenue,29,7,0.11969696969697,negative,6,negative
Intercropping+Residue/Mulch,Profit,3,1,1,negative,0,negative
Reduced Erosion+Reduced Tillage+Residue/Mulch,Profit,3,1,1,negative,0,negative
Reduced Erosion+Intercropping+Reduced Tillage+Residue/Mulch,Profit,3,1,1,negative,0,negative
Reduced Tillage+Residue/Mulch,Gross Revenue,56,16,0.175925925925926,negative,12,negative
Reduced Irrigation+Reduced Tillage,Gross Revenue,55,10,0.0794871794871795,negative,2,negative
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Gross Revenue,15,3,0.222727272727273,negative,2,negative
Reduced Tillage+Residue/Mulch,Profit,108,26,0.423169384057971,negative,20,negative
Reduced Irrigation+Reduced Tillage,Profit,67,14,0.379709150326797,negative,6,negative
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Profit,19,5,0.458823529411765,negative,2,negative
Reduced Tillage+Residue/Mulch,Cost,65,22,-0.345939189189189,negative,26,negative
Reduced Irrigation+Reduced Tillage,Cost,61,13,-0.490625,negative,35,negative
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Cost,19,5,-0.885294117647059,negative,17,negative
Residue/Mulch,Gross Revenue,161,30,0.493700072621641,negative,16,negative
Residue/Mulch,Profit,270,42,0.420267458463136,negative,24,negative
Residue/Mulch,Benefit Cost Ratio,235,29,0.0758230452674897,negative,49,negative
Reduced Tillage,Benefit Cost Ratio,230,39,0.361485042735043,negative,59,negative
Reduced Tillage+Residue/Mulch,Benefit Cost Ratio,65,16,0.287736363636364,negative,18,negative
Intercropping,Gross Revenue,105,12,0.845350241545894,negative,6,negative
Intercropping,Profit,201,16,0.715082948717949,negative,20,negative
Intercropping,Benefit Cost Ratio,118,13,0.24280303030303,negative,15,negative
Intercropping+Rotation,Gross Revenue,7,3,1.5,negative,0,negative
Rotation,Gross Revenue,21,9,1.00572519083969,negative,1,negative
Intercropping+Rotation,Profit,9,4,0.970588235294118,negative,1,negative
Rotation,Profit,56,17,0.590574297188755,negative,4,negative
Reduced Irrigation,Gross Revenue,91,15,0.28562091503268,negative,5,negative
Reduced Irrigation,Profit,111,19,0.418806878306878,negative,14,negative
Reduced Irrigation,Benefit Cost Ratio,94,13,0.279259259259259,negative,5,negative
Reduced Irrigation+Reduced Tillage,Benefit Cost Ratio,90,10,0.505128205128205,negative,2,negative
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Gross Revenue,2,1,0.5,negative,0,negative
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Cost,2,1,1,negative,0,negative
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Profit,2,1,0.5,negative,0,negative
Agroforestry,Profit,36,9,-0.212649425287356,negative,4,negative
Agroforestry,Benefit Cost Ratio,73,6,0.2975,negative,11,negative
Agroforestry+Reduced Irrigation,Gross Revenue,4,1,0.5,negative,2,negative
Agroforestry+Reduced Irrigation,Profit,4,1,1,negative,1,negative
Agroforestry+Reduced Irrigation,Cost,8,1,0,negative,0,negative
Reduced Irrigation,Cost,95,17,0.103508771929825,negative,4,negative
Residue/Mulch,Cost,179,36,0.304019283746556,negative,11,negative
Reduced Fert,Gross Revenue,273,31,-0.116464998632759,negative,107,negative
Controlled Release Fert+Reduced Tillage,Gross Revenue,6,1,-0.833333333333333,negative,5,negative
Reduced Fert+Reduced Tillage,Profit,66,4,-0.517361111111111,negative,14,negative
Reduced Fert,Profit,341,37,-0.281331953036066,negative,129,negative
Controlled Release Fert,Profit,8,2,-0.5,negative,4,negative
Controlled Release Fert+Reduced Tillage,Profit,2,1,0,negative,0,negative
Reduced Fert+Reduced Tillage,Labour Cost,6,1,0,negative,0,negative
Controlled Release Fert+Reduced Tillage,Labour Cost,2,1,0,negative,0,negative
Controlled Release Fert,Labour Cost,4,1,0,negative,0,negative
Reduced Fert,Benefit Cost Ratio,287,34,-0.0381295289855072,negative,97,negative
Reduced Fert+Reduced Tillage,Benefit Cost Ratio,42,3,-0.240740740740741,negative,4,negative
Controlled Release Fert+Reduced Tillage,Benefit Cost Ratio,8,1,-0.75,negative,6,negative
IPM,Profit,9,4,-0.111111111111111,negative,3,negative
Rotation,Returns to Labour,54,1,1.68518518518519,negative,1,negative
Reduced Fert,Returns to Labour,18,1,-0.666666666666667,negative,12,negative
Cover Crops+Intercropping,Returns to Labour,27,1,1.40740740740741,negative,0,negative
Intercropping,Cost,109,12,0.721358024691358,negative,4,negative
Reduced Fert,Cost,280,34,-0.0725071225071225,negative,92,negative
Intercropping+Reduced Tillage,Gross Revenue,8,3,0.7,negative,1,negative
Intercropping+Reduced Tillage,Labour Cost per Asset,1,1,1,negative,0,negative
Rotation,Benefit Cost Ratio,23,9,-0.68796992481203,negative,3,negative
Reduced Erosion,Profit,21,4,0.706147058823529,negative,3,negative
Reduced Erosion,Benefit Cost Ratio,25,4,0.647058823529412,negative,5,negative
Reduced Erosion+Organic Fert,Gross Revenue,1,1,0,negative,0,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Gross Revenue,1,1,2,negative,0,negative
Reduced Erosion+Organic Fert,Profit,1,1,0,negative,0,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Profit,1,1,1,negative,0,negative
Reduced Erosion+Organic Fert,Cost,1,1,1,negative,0,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Cost,1,1,2,negative,0,negative
Organic Fert,Labour Cost,4,1,1.5,negative,0,negative
Reduced Fert+Organic Fert,Labour Cost,6,2,0.535714285714286,negative,0,negative
Reduced Erosion,Labour Cost,6,1,1.66666666666667,negative,0,negative
Organic Fert,Cost,97,16,1.05816993464052,negative,0,negative
Reduced Fert+Organic Fert,Cost,39,10,0.151351351351351,negative,2,negative
Reduced Erosion,Cost,11,3,0.416666666666667,negative,0,negative
Organic Fert,Gross Revenue,95,15,1.25260416666667,negative,0,negative
Reduced Fert+Organic Fert,Gross Revenue,41,8,0.398387096774194,negative,0,negative
Reduced Erosion,Gross Revenue,11,3,0.916666666666667,negative,0,negative
Organic Fert,Profit,132,20,0.988925081433225,negative,9,negative
Reduced Fert+Organic Fert,Profit,52,9,0.192197452229299,negative,11,negative
Intercropping,Marginal Rate of Return,8,2,-0.857142857142857,negative,0,negative
Intercropping,Labour Cost per Asset,18,1,2,negative,0,negative
Reduced Tillage,Marginal Rate of Return,1,1,1.001,negative,0,negative
Biochar+Reduced Fert,Gross Revenue,7,2,0.5,negative,0,negative
Biochar+Reduced Fert,Profit,19,3,0.583333333333333,negative,1,negative
