Code,Country,Location,Year_start,Year_end,Practice,Economic Outcome,Units,xrat_obs,xrat_2015,cpi_obs,cpi_2015,ppp_2015,MeanT,MeanC,MeanT_local,MeanC_local,MeanT_local_2015,MeanC_local_2015,MeanT_2015_usd,MeanC_2015_usd,MeanT_2015_ppp_intusd,MeanC_2015_ppp_intusd
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,850,1100,850,1169.2,903.5,34.1,26.4,92.5,71.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1400,1100,1400,1169.2,1488.1,34.1,43.5,92.5,117.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1400,1100,1400,1169.2,1488.1,34.1,43.5,92.5,117.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,523,753,523,753,555.9,800.4,16.2,23.4,44,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,753,593,753,630.3,800.4,18.4,23.4,49.9,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,523,763,523,763,555.9,811,16.2,23.7,44,64.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,763,593,763,630.3,811,18.4,23.7,49.9,64.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,523,813,523,813,555.9,864.2,16.2,25.2,44,68.4
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,813,593,813,630.3,864.2,18.4,25.2,49.9,68.4
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,1085,593,1085,630.3,1153.3,18.4,33.7,49.9,91.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.9,1.5,1.9,1.6,2,0,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.9,1.5,1.9,1.6,2,0,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.5,1.5,1.5,1.6,1.6,0,0,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.5,1.5,1.5,1.6,1.6,0,0,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.7,1.5,1.7,1.6,1.8,0,0.1,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.7,1.5,1.7,1.6,1.8,0,0.1,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,Reduced Fert,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,2,1.5,2,1.6,2.1,0,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,2163,1603,2163,1603,2299.2,1703.9,67.1,49.8,181.9,134.8
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1913,1603,1913,1603,2033.4,1703.9,59.4,49.8,160.9,134.8
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,2185,1603,2185,1603,2322.5,1703.9,67.8,49.8,183.7,134.8
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1623,1603,1623,1603,1725.2,1703.9,50.4,49.8,136.5,134.8
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1693,1603,1693,1603,1799.6,1703.9,52.5,49.8,142.4,134.8
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1913,2163,1913,2163,2033.4,2299.2,59.4,67.1,160.9,181.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,2185,2163,2185,2163,2322.5,2299.2,67.8,67.1,183.7,181.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1623,2163,1623,2163,1725.2,2299.2,50.4,67.1,136.5,181.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1693,2163,1693,2163,1799.6,2299.2,52.5,67.1,142.4,181.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,2185,1913,2185,1913,2322.5,2033.4,67.8,59.4,183.7,160.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1623,1913,1623,1913,1725.2,2033.4,50.4,59.4,136.5,160.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1693,1913,1693,1913,1799.6,2033.4,52.5,59.4,142.4,160.9
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Gross Revenue,EUR/ha,1,34.2,103.8,110.3,12.6,1693,2185,1693,2185,1799.6,2322.5,52.5,67.8,142.4,183.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1400,850,1400,850,1488.1,903.5,43.5,26.4,117.7,71.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,850,1100,850,1169.2,903.5,34.1,26.4,92.5,71.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,850,1100,850,1169.2,903.5,34.1,26.4,92.5,71.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,850,1100,850,1169.2,903.5,34.1,26.4,92.5,71.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,850,1100,850,1169.2,903.5,34.1,26.4,92.5,71.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1400,1100,1400,1169.2,1488.1,34.1,43.5,92.5,117.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1400,1100,1400,1169.2,1488.1,34.1,43.5,92.5,117.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1400,1100,1400,1169.2,1488.1,34.1,43.5,92.5,117.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1400,1100,1400,1169.2,1488.1,34.1,43.5,92.5,117.7
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Cost,EUR/ha,1,34.2,103.8,110.3,12.6,1100,1100,1100,1100,1169.2,1169.2,34.1,34.1,92.5,92.5
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,763,753,763,753,811,800.4,23.7,23.4,64.2,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,813,753,813,753,864.2,800.4,25.2,23.4,68.4,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,1085,753,1085,753,1153.3,800.4,33.7,23.4,91.2,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,523,753,523,753,555.9,800.4,16.2,23.4,44,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,753,593,753,630.3,800.4,18.4,23.4,49.9,63.3
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,813,763,813,763,864.2,811,25.2,23.7,68.4,64.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,1085,763,1085,763,1153.3,811,33.7,23.7,91.2,64.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,523,763,523,763,555.9,811,16.2,23.7,44,64.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,763,593,763,630.3,811,18.4,23.7,49.9,64.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,1085,813,1085,813,1153.3,864.2,33.7,25.2,91.2,68.4
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,523,813,523,813,555.9,864.2,16.2,25.2,44,68.4
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,813,593,813,630.3,864.2,18.4,25.2,49.9,68.4
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Profit,EUR/ha,1,34.2,103.8,110.3,12.6,593,1085,593,1085,630.3,1153.3,18.4,33.7,49.9,91.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.9,1.5,1.9,1.6,2,0,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.7,1.9,1.7,1.9,1.8,2,0.1,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,2,1.9,2,1.9,2.1,2,0.1,0.1,0.2,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.9,1.5,1.9,1.6,2,0,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.9,1.5,1.9,1.6,2,0,0.1,0.1,0.2
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.7,1.5,1.7,1.5,1.8,1.6,0.1,0,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,2,1.5,2,1.5,2.1,1.6,0.1,0,0.2,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.5,1.5,1.5,1.6,1.6,0,0,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.5,1.5,1.5,1.6,1.6,0,0,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,2,1.7,2,1.7,2.1,1.8,0.1,0.1,0.2,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.7,1.5,1.7,1.6,1.8,0,0.1,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,1.7,1.5,1.7,1.6,1.8,0,0.1,0.1,0.1
6136396,Thailand,"Ban Bo Wai Village, Ratchaburi Province, Western Thailand",2011,2011,All Nbs,Benefit Cost Ratio,EUR/ha,1,34.2,103.8,110.3,12.6,1.5,2,1.5,2,1.6,2.1,0,0.1,0.1,0.2
6133363,Tanzania,Babati district 1,2012,2012,Organic Fert,Profit,USD/ha/season,1571.7,1991.4,130.7,158,803.8,190,264,298622.7,414928.4,360982.7,501576,181.3,251.9,449.1,624
6133363,Tanzania,Babati district 1,2012,2012,All Nbs,Profit,USD/ha/season,1571.7,1991.4,130.7,158,803.8,190,264,298622.7,414928.4,360982.7,501576,181.3,251.9,449.1,624
6136416,Tanzania,Arumeru.Hai.Kondoa.Moshi.Siha,2012,2013,All Nbs,Benefit Cost Ratio,,,,,,,1.5,1.4,1.5,,,,,,,
6133363,Tanzania,Babati district 2,2013,2013,Organic Fert,Profit,USD/ha/season,1597.6,1991.4,141,158,803.8,583,582,931375.1,929777.5,1043721.5,1041931.2,524.1,523.2,1298.5,1296.2
6133363,Tanzania,Babati district 2,2013,2013,All Nbs,Profit,USD/ha/season,1597.6,1991.4,141,158,803.8,583,582,931375.1,929777.5,1043721.5,1041931.2,524.1,523.2,1298.5,1296.2
6133363,Tanzania,Babati district 4,2016,2016,Reduced Erosion,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,851,801,1852700.8,1743846.4,1761544.9,1658046.4,884.6,832.6,2191.5,2062.7
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Reduced Erosion,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,588,1606690,1280127,1527638.3,1217142.7,767.1,611.2,1900.5,1514.2
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Reduced Erosion,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,646,1606690,1406398,1527638.3,1337201,767.1,671.5,1900.5,1663.6
6133363,Tanzania,Babati district 4,2016,2016,Residue/Mulch,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,851,801,1852700.8,1743846.4,1761544.9,1658046.4,884.6,832.6,2191.5,2062.7
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Residue/Mulch,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,588,1606690,1280127,1527638.3,1217142.7,767.1,611.2,1900.5,1514.2
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Residue/Mulch,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,646,1606690,1406398,1527638.3,1337201,767.1,671.5,1900.5,1663.6
6133363,Tanzania,Babati district 4,2016,2016,Reduced Irrigation,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,851,801,1852700.8,1743846.4,1761544.9,1658046.4,884.6,832.6,2191.5,2062.7
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Reduced Irrigation,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,588,1606690,1280127,1527638.3,1217142.7,767.1,611.2,1900.5,1514.2
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Reduced Irrigation,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,646,1606690,1406398,1527638.3,1337201,767.1,671.5,1900.5,1663.6
6133363,Tanzania,Babati district 3,2016,2016,Organic Fert,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,1056,1260,2299003.5,2743129.2,2185888.9,2608162.9,1097.7,1309.7,2719.4,3244.7
6133363,Tanzania,Babati district 4,2016,2016,Organic Fert,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,851,646,1852700.8,1406398,1761544.9,1337201,884.6,671.5,2191.5,1663.6
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Organic Fert,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,892,1606690,1941961.3,1527638.3,1846413.7,767.1,927.2,1900.5,2297.1
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,Organic Fert,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,588,1606690,1280127,1527638.3,1217142.7,767.1,611.2,1900.5,1514.2
6133363,Tanzania,Babati district 3,2016,2016,All Nbs,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,1056,1260,2299003.5,2743129.2,2185888.9,2608162.9,1097.7,1309.7,2719.4,3244.7
6133363,Tanzania,Babati district 4,2016,2016,All Nbs,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,851,646,1852700.8,1406398,1761544.9,1337201,884.6,671.5,2191.5,1663.6
6133363,Tanzania,Babati district 4,2016,2016,All Nbs,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,851,801,1852700.8,1743846.4,1761544.9,1658046.4,884.6,832.6,2191.5,2062.7
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,All Nbs,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,892,1606690,1941961.3,1527638.3,1846413.7,767.1,927.2,1900.5,2297.1
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,All Nbs,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,588,1606690,1280127,1527638.3,1217142.7,767.1,611.2,1900.5,1514.2
6133363,Tanzania,Babati district 1.2.3.4.5.6,2012,2020,All Nbs,Profit,USD/ha/season,2177.1,1991.4,166.2,158,803.8,738,646,1606690,1406398,1527638.3,1337201,767.1,671.5,1900.5,1663.6
6133363,Tanzania,Babati district 5,2017,2017,Organic Fert,Profit,USD/ha/season,2228.9,1991.4,175,158,803.8,802,905,1787543,2017115.3,1613761.7,1821015.4,810.4,914.4,2007.6,2265.5
6133363,Tanzania,Babati district 5,2017,2017,All Nbs,Profit,USD/ha/season,2228.9,1991.4,175,158,803.8,802,905,1787543,2017115.3,1613761.7,1821015.4,810.4,914.4,2007.6,2265.5
6133363,Tanzania,Babati district 6,2020,2020,Reduced Erosion,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,521,823598.5,1195250.1,672250.9,975606.4,337.6,489.9,836.3,1213.7
6133363,Tanzania,Babati district 6,2020,2020,Reduced Erosion,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,95,220238,217943.9,179766.3,177893.7,90.3,89.3,223.6,221.3
6133363,Tanzania,Babati district 6,2020,2020,Residue/Mulch,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,521,823598.5,1195250.1,672250.9,975606.4,337.6,489.9,836.3,1213.7
6133363,Tanzania,Babati district 6,2020,2020,Residue/Mulch,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,95,220238,217943.9,179766.3,177893.7,90.3,89.3,223.6,221.3
6133363,Tanzania,Babati district 6,2020,2020,Reduced Irrigation,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,521,823598.5,1195250.1,672250.9,975606.4,337.6,489.9,836.3,1213.7
6133363,Tanzania,Babati district 6,2020,2020,Reduced Irrigation,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,95,220238,217943.9,179766.3,177893.7,90.3,89.3,223.6,221.3
6133363,Tanzania,Babati district 6,2020,2020,Organic Fert,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,518,823598.5,1188367.7,672250.9,969988.7,337.6,487.1,836.3,1206.7
6133363,Tanzania,Babati district 6,2020,2020,Organic Fert,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,521,823598.5,1195250.1,672250.9,975606.4,337.6,489.9,836.3,1213.7
6133363,Tanzania,Babati district 6,2020,2020,Organic Fert,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,129,220238,295944.9,179766.3,241560.9,90.3,121.3,223.6,300.5
6133363,Tanzania,Babati district 6,2020,2020,Organic Fert,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,95,220238,217943.9,179766.3,177893.7,90.3,89.3,223.6,221.3
6133363,Tanzania,Babati district 6,2020,2020,All Nbs,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,518,823598.5,1188367.7,672250.9,969988.7,337.6,487.1,836.3,1206.7
6133363,Tanzania,Babati district 6,2020,2020,All Nbs,Profit,USD/ha/season,2294.1,1991.4,193.6,158,803.8,359,521,823598.5,1195250.1,672250.9,975606.4,337.6,489.9,836.3,1213.7
6133363,Tanzania,Babati district 6,2020,2020,All Nbs,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,129,220238,295944.9,179766.3,241560.9,90.3,121.3,223.6,300.5
6133363,Tanzania,Babati district 6,2020,2020,All Nbs,Profit,USD/capita,2294.1,1991.4,193.6,158,803.8,96,95,220238,217943.9,179766.3,177893.7,90.3,89.3,223.6,221.3
6146887,Uganda,Odwarat and Agonyo II Low Productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,0.8,1,0.8,,,,,,,
6146887,Uganda,Odwarat and Agonyo II Low Productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,0.8,0.9,0.8,,,,,,,
6146887,Uganda,Odwarat and Agonyo II Low Productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1,0.9,1,,,,,,,
6146887,Uganda,Odwarat and Agonyo II Low Productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1.2,0.9,1.2,,,,,,,
6146887,Uganda,Kasheshe/Nemba and Kongta Low productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,0.7,0.8,0.7,,,,,,,
6146887,Uganda,Kasheshe/Nemba and Kongta Low productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,0.7,0.8,0.7,,,,,,,
6146887,Uganda,Kasheshe/Nemba and Kongta Low productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,0.8,0.8,0.8,,,,,,,
6146887,Uganda,Kasheshe/Nemba and Kongta Low productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1,0.9,1,,,,,,,
6146887,Uganda,Odwarat and Agonyo II high productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1.4,1.1,1.4,,,,,,,
6146887,Uganda,Odwarat and Agonyo II high productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1.4,1,1.4,,,,,,,
6146887,Uganda,Odwarat and Agonyo II high productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1.1,1,1.1,,,,,,,
6146887,Uganda,Odwarat and Agonyo II high productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1.3,1,1.3,,,,,,,
6146887,Uganda,Kasheshe/Nemba and Kongta high productivity,2001,2001,Reduced Fert,Benefit Cost Ratio,,,,,,,1.1,1.6,1.1,,,,,,,
